"KIA cee'd, 2011",420 000  ₽,"194 000 км, 1.6 AT (122 л.с.), универсал, передний, бензин",https://avito.ru/moskva/avtomobili/kia_ceed_2011_1412853141
"Chevrolet Lanos, 2006",50 000  ₽,"Битый, 250 000 км, 1.5 MT (86 л.с.), седан, передний, бензин",https://avito.ru/ryazan/avtomobili/chevrolet_lanos_2006_1768694221
"Volvo S40, 2006",305 000  ₽,"203 000 км, 2.4 AT (140 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/volvo_s40_2006_1759962067
"LADA Priora, 2008",150 000  ₽,"99 000 км, 1.6 MT (98 л.с.), седан, передний, бензин",https://avito.ru/odintsovo/avtomobili/lada_priora_2008_1778308790
"Mazda 323, 1997",80 000  ₽,"200 000 км, 1.5 MT (88 л.с.), хетчбэк, передний, бензин",https://avito.ru/kaluga/avtomobili/mazda_323_1997_1778499562
"Opel Astra, 2006",155 000  ₽,"128 000 км, 1.4 MT (90 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/opel_astra_2006_1789440024
"KIA Rio, 2012",310 000  ₽,"Битый, 104 200 км, 1.6 AT (123 л.с.), седан, передний, бензин",https://avito.ru/odintsovo/avtomobili/kia_rio_2012_1776399416
"Volkswagen Jetta, 1991",50 000  ₽,"373 170 км, 1.8 MT (90 л.с.), седан, передний, бензин",https://avito.ru/moskovskaya_oblast_krasnogorsk/avtomobili/volkswagen_jetta_1991_1476479954
"ВАЗ 2112, 2005",55 000  ₽,"189 099 км, 1.6 MT (90 л.с.), хетчбэк, передний, бензин",https://avito.ru/sergiev_posad/avtomobili/vaz_2112_2005_1765495479
"ВАЗ 2114 Samara, 2007",79 000  ₽,"168 000 км, 1.6 MT (81 л.с.), хетчбэк, передний, бензин",https://avito.ru/vidnoe/avtomobili/vaz_2114_samara_2007_1785581079
"Nissan Teana, 2008",470 000  ₽,"170 000 км, 2.5 CVT (185 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/nissan_teana_2008_1623171760
"Volkswagen Golf, 2000",90 000  ₽,"280 000 км, 1.4 MT (75 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/volkswagen_golf_2000_1053334655
"Hyundai ix35, 2012",798 000  ₽,"92 098 км, 2.0 AT (150 л.с.), внедорожник, полный, бензин",https://avito.ru/vidnoe/avtomobili/hyundai_ix35_2012_1759080724
"Citroen C4, 2008",250 000  ₽,"189 000 км, 1.6 AT (120 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/citroen_c4_2008_1559790435
"Suzuki SX4, 2010",420 000  ₽,"189 000 км, 1.6 AT (112 л.с.), хетчбэк, передний, бензин",https://avito.ru/korolev/avtomobili/suzuki_sx4_2010_1764200822
"Mercedes-Benz M-класс, 2006",460 000  ₽,"152 000 км, 3.5 AT (272 л.с.), внедорожник, полный, бензин",https://avito.ru/tver/avtomobili/mercedes-benz_m-klass_2006_1772185988
"ВАЗ 2104, 1990",35 000  ₽,"120 000 км, 1.5 MT (75 л.с.), универсал, задний, бензин",https://avito.ru/ryazan/avtomobili/vaz_2104_1990_1769691178
"Citroen C4, 2009",250 000  ₽,"160 500 км, 1.6 AT (120 л.с.), хетчбэк, передний, бензин",https://avito.ru/orehovo-zuevo/avtomobili/citroen_c4_2009_1770354394
"BMW 3 серия, 1994",150 000  ₽,"340 000 км, 1.6 AT (102 л.с.), купе, задний, бензин",https://avito.ru/serpuhov/avtomobili/bmw_3_seriya_1994_1254522944
"Ford Focus, 2008",299 999  ₽,"94 555 км, 1.6 AT (100 л.с.), хетчбэк, передний, бензин",https://avito.ru/reutov/avtomobili/ford_focus_2008_1267064085
"Volkswagen Passat, 2002",205 000  ₽,"208 000 км, 1.8 AT (170 л.с.), седан, передний, бензин",https://avito.ru/tver/avtomobili/volkswagen_passat_2002_1216483106
"Chevrolet Lacetti, 2007",195 000  ₽,"280 000 км, 1.6 MT (109 л.с.), хетчбэк, передний, бензин",https://avito.ru/volokolamsk/avtomobili/chevrolet_lacetti_2007_1055544999
"Infiniti QX80, 2013",1 780 000  ₽,"136 000 км, 5.6 AT (405 л.с.), внедорожник, полный, бензин",https://avito.ru/moskva/avtomobili/infiniti_qx80_2013_795199229
"Audi A5, 2008",300 000  ₽,"Битый, 100 000 км, 3.2 AT (265 л.с.), купе, полный, бензин",https://avito.ru/moskva/avtomobili/audi_a5_2008_1762575084
"Nissan Almera, 2005",120 000  ₽,"Битый, 154 000 км, 1.5 MT (98 л.с.), седан, передний, бензин",https://avito.ru/elektrostal/avtomobili/nissan_almera_2005_1781906532
"Chevrolet Tahoe, 2008",799 000  ₽,"178 000 км, 5.3 AT (324 л.с.), внедорожник, полный, бензин",https://avito.ru/moskva/avtomobili/chevrolet_tahoe_2008_995884537
"Volkswagen Tiguan, 2011",500 000  ₽,"200 000 км, 1.4 MT (150 л.с.), внедорожник, полный, бензин",https://avito.ru/moskva/avtomobili/volkswagen_tiguan_2011_1770613339
"Opel Astra, 2007",300 000  ₽,"115 000 км, 1.6 AMT (115 л.с.), универсал, передний, бензин",https://avito.ru/ryazan/avtomobili/opel_astra_2007_1247519227
"Volkswagen Tiguan, 2010",650 000  ₽,"103 000 км, 1.4 MT (150 л.с.), внедорожник, полный, бензин",https://avito.ru/podolsk/avtomobili/volkswagen_tiguan_2010_1494554172
"Volkswagen Passat, 2000",220 000  ₽,"183 000 км, 1.8 AT (125 л.с.), универсал, передний, бензин",https://avito.ru/moskva/avtomobili/volkswagen_passat_2000_1772739048
"BMW 5 серия, 1994",65 000  ₽,"500 000 км, 2.0 MT (150 л.с.), седан, задний, бензин",https://avito.ru/tver/avtomobili/bmw_5_seriya_1994_1783426923
"ВАЗ 2109, 1999",36 000  ₽,"200 000 км, 1.5 MT (72 л.с.), хетчбэк, передний, бензин",https://avito.ru/vladimir/avtomobili/vaz_2109_1999_1765384669
"ВАЗ 2114 Samara, 2004",60 000  ₽,"200 000 км, 1.5 MT (77 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/vaz_2114_samara_2004_1779881174
"ГАЗ ГАЗель 2705, 1996",55 000  ₽,"99 999 км, 2.4 MT (100 л.с.), фургон, задний, бензин",https://avito.ru/balashiha/avtomobili/gaz_gazel_2705_1996_1780601102
"Audi A6, 1997",120 000  ₽,"373 385 км, 2.4 AT (165 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/audi_a6_1997_1701525199
"Nissan Qashqai, 2011",620 000  ₽,"146 000 км, 1.6 MT (114 л.с.), внедорожник, передний, бензин",https://avito.ru/maloyaroslavets/avtomobili/nissan_qashqai_2011_1647690188
"Mitsubishi Pajero, 2008",740 000  ₽,"192 000 км, 3.8 AT (250 л.с.), внедорожник, полный, бензин",https://avito.ru/vladimir/avtomobili/mitsubishi_pajero_2008_1266676227
"Volkswagen Golf, 1993",115 000  ₽,"105 000 км, 1.6 MT (75 л.с.), хетчбэк, передний, бензин",https://avito.ru/kaluga/avtomobili/volkswagen_golf_1993_1780890327
"KIA Rio, 2010",340 000  ₽,"117 500 км, 1.4 MT (95 л.с.), седан, передний, бензин",https://avito.ru/tver/avtomobili/kia_rio_2010_1248697747
"Ford Mondeo, 2005",270 000  ₽,"169 000 км, 2.0 MT (145 л.с.), седан, передний, бензин",https://avito.ru/tula/avtomobili/ford_mondeo_2005_1542319932
"ВАЗ 2114 Samara, 2005",73 000  ₽,"145 723 км, 1.5 MT (77 л.с.), хетчбэк, передний, бензин",https://avito.ru/vladimir/avtomobili/vaz_2114_samara_2005_1768269672
"Mitsubishi Pajero Sport, 2008",715 000  ₽,"250 000 км, 2.5 AT (178 л.с.), внедорожник, полный, дизель",https://avito.ru/korolev/avtomobili/mitsubishi_pajero_sport_2008_1770030153
"Chevrolet Niva, 2006",165 000  ₽,"105 639 км, 1.7 MT (80 л.с.), внедорожник, полный, бензин",https://avito.ru/tver/avtomobili/chevrolet_niva_2006_1767771320
"ВАЗ 2112, 2002",45 000  ₽,"60 000 км, 1.6 MT (65 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/vaz_2112_2002_1777867908
"ВАЗ 2110, 2006",63 000  ₽,"157 000 км, 1.6 MT (90 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/vaz_2110_2006_1765892285
"ВАЗ 2114 Samara, 2007",90 000  ₽,"25 000 км, 1.6 MT (81 л.с.), хетчбэк, передний, бензин",https://avito.ru/balashiha/avtomobili/vaz_2114_samara_2007_1776011699
"Land Rover Range Rover Evoque, 2012",1 200 000  ₽,"120 000 км, 2.0 AT (240 л.с.), внедорожник, полный, бензин",https://avito.ru/ryazan/avtomobili/land_rover_range_rover_evoque_2012_1783633136
"Volkswagen Jetta, 2010",400 000  ₽,"178 000 км, 1.6 AT (102 л.с.), седан, передний, бензин",https://avito.ru/gus-hrustalnyy/avtomobili/volkswagen_jetta_2010_1702982424
"SsangYong Actyon, 2013",587 000  ₽,"155 240 км, 2.0 AT (149 л.с.), внедорожник, полный, бензин",https://avito.ru/vidnoe/avtomobili/ssangyong_actyon_2013_1759447673
"Chevrolet Niva, 2009",155 000  ₽,"294 000 км, 1.7 MT (80 л.с.), внедорожник, полный, бензин",https://avito.ru/kaluga/avtomobili/chevrolet_niva_2009_1786702047
"Citroen C4, 2007",230 000  ₽,"122 950 км, 1.6 AT (109 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskovskaya_oblast_troitsk/avtomobili/citroen_c4_2007_1763260026
"LADA Priora, 2010",188 000  ₽,"126 000 км, 1.6 MT (98 л.с.), хетчбэк, передний, бензин",https://avito.ru/ryazan/avtomobili/lada_priora_2010_1786790307
"ВАЗ 2112, 2001",34 000  ₽,"135 000 км, 1.5 MT (92 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/vaz_2112_2001_1771418974
"Ford Focus, 2002",90 000  ₽,"189 000 км, 2.0 AT (130 л.с.), седан, передний, бензин",https://avito.ru/orehovo-zuevo/avtomobili/ford_focus_2002_1761735298
"Volkswagen Passat, 1989",69 999  ₽,"740 000 км, 1.8 MT (90 л.с.), универсал, передний, бензин",https://avito.ru/moskva/avtomobili/volkswagen_passat_1989_1783814546
"ВАЗ 2114 Samara, 2007",115 000  ₽,"118 000 км, 1.6 MT (81 л.с.), хетчбэк, передний, бензин",https://avito.ru/ryazan/avtomobili/vaz_2114_samara_2007_1566569535
"Mazda 6, 2007",365 000  ₽,"124 012 км, 2.0 AT (147 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/mazda_6_2007_1788514616
"Hyundai Getz, 2005",180 000  ₽,"150 500 км, 1.3 MT (85 л.с.), хетчбэк, передний, бензин",https://avito.ru/tver/avtomobili/hyundai_getz_2005_962488267
"Toyota Carina, 1989",45 000  ₽,"460 000 км, 1.5 MT (85 л.с.), седан, передний, бензин",https://avito.ru/sergiev_posad/avtomobili/toyota_carina_1989_1305142249
"ВАЗ 2108, 1993",25 000  ₽,"170 000 км, 1.5 MT (70 л.с.), хетчбэк, передний, бензин",https://avito.ru/sergiev_posad/avtomobili/vaz_2108_1993_1761936736
"Jaguar XJ, 2010",1 180 000  ₽,"120 000 км, 3.0 AT (275 л.с.), седан, задний, дизель",https://avito.ru/moskva/avtomobili/jaguar_xj_2010_1772805944
"Nissan Teana, 2012",545 000  ₽,"87 000 км, 2.5 CVT (182 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/nissan_teana_2012_1786571730
"Hyundai Sonata, 2004",235 000  ₽,"139 000 км, 2.0 MT (131 л.с.), седан, передний, бензин",https://avito.ru/orehovo-zuevo/avtomobili/hyundai_sonata_2004_1770306369
"Nissan Almera, 2017",155 000  ₽,"Битый, 117 000 км, 1.6 MT (102 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/nissan_almera_2017_1774978057
"LADA 4x4 (Нива), 2002",130 000  ₽,"100 000 км, 1.7 MT (79 л.с.), внедорожник, полный, бензин",https://avito.ru/moskva/avtomobili/lada_4x4_niva_2002_1698677708
"BYD F3, 2009",70 000  ₽,"156 000 км, 1.5 MT (99 л.с.), хетчбэк, передний, бензин",https://avito.ru/ryazan/avtomobili/byd_f3_2009_1782965793
"Mazda CX-7, 2008",305 000  ₽,"195 000 км, 2.3 AT (238 л.с.), внедорожник, полный, бензин",https://avito.ru/peresvet/avtomobili/mazda_cx-7_2008_1503615768
"Mercedes-Benz V-класс, 2014",2 599 999  ₽,"112 000 км, 2.1 AT (163 л.с.), минивэн, полный, дизель",https://avito.ru/moskva/avtomobili/mercedes-benz_v-klass_2014_1718425701
"BMW X5, 2000",378 000  ₽,"236 000 км, 3.0 AT (231 л.с.), внедорожник, полный, бензин",https://avito.ru/moskva/avtomobili/bmw_x5_2000_1780538647
"Daewoo Nexia, 1999",60 000  ₽,"61 543 км, 1.6 MT (109 л.с.), седан, передний, бензин",https://avito.ru/tula/avtomobili/daewoo_nexia_1999_1623565104
"FIAT Bravo, 2008",290 000  ₽,"175 600 км, 1.4 AMT (120 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/fiat_bravo_2008_1311995894
"Hyundai Solaris, 2011",350 000  ₽,"105 000 км, 1.4 AT (107 л.с.), седан, передний, бензин",https://avito.ru/kolomna/avtomobili/hyundai_solaris_2011_1778602370
"Hyundai ix35, 2010",715 000  ₽,"112 000 км, 2.0 AT (150 л.с.), внедорожник, полный, бензин",https://avito.ru/mosrentgen/avtomobili/hyundai_ix35_2010_1763497086
"Mitsubishi Outlander, 2004",350 000  ₽,"180 000 км, 2.4 AT (160 л.с.), внедорожник, полный, бензин",https://avito.ru/ryazan/avtomobili/mitsubishi_outlander_2004_1304583687
"Smart Fortwo, 2007",275 000  ₽,"124 000 км, 1.0 AMT (84 л.с.), хетчбэк, задний, бензин",https://avito.ru/moskva/avtomobili/smart_fortwo_2007_1265663267
"Porsche Cayenne S, 2007",980 000  ₽,"138 500 км, 4.8 AT (385 л.с.), внедорожник, полный, бензин",https://avito.ru/moskva/avtomobili/porsche_cayenne_s_2007_1703684717
"LIFAN Smily (320), 2011",90 000  ₽,"116 751 км, 1.3 MT (88 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskovskaya_oblast_krasnogorsk/avtomobili/lifan_smily_320_2011_1764207407
"LADA Kalina, 2007",105 000  ₽,"125 000 км, 1.6 MT (81 л.с.), седан, передний, бензин",https://avito.ru/balashiha/avtomobili/lada_kalina_2007_1154601759
"Xin Kai Pickup X3, 2004",55 000  ₽,"180 000 км, 2.2 MT (105 л.с.), пикап, задний, бензин",https://avito.ru/klin/avtomobili/xin_kai_pickup_x3_2004_1761313123
"ВАЗ 2108, 1997",20 000  ₽,"80 000 км, 1.5 MT (78 л.с.), хетчбэк, передний, бензин",https://avito.ru/kurlovo/avtomobili/vaz_2108_1997_1789181829
"Peugeot 308, 2010",300 000  ₽,"90 000 км, 1.6 AT (120 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/peugeot_308_2010_1771342868
"Chevrolet Lanos, 2006",80 000  ₽,"134 902 км, 1.5 MT (86 л.с.), седан, передний, бензин",https://avito.ru/ryazan/avtomobili/chevrolet_lanos_2006_1778799394
"Peugeot Boxer, 2012",625 000  ₽,"320 000 км, 2.2 MT (120 л.с.), фургон, передний, дизель",https://avito.ru/moskva/avtomobili/peugeot_boxer_2012_1399516097
"Honda Legend, 2006",580 000  ₽,"220 000 км, 3.5 AT (295 л.с.), седан, полный, бензин",https://avito.ru/balashiha/avtomobili/honda_legend_2006_1771520750
"Mazda 6, 2005",225 000  ₽,"197 000 км, 2.0 AT (147 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/mazda_6_2005_1565024883
"Peugeot 208, 2013",365 000  ₽,"94 179 км, 1.2 MT (82 л.с.), хетчбэк, передний, бензин",https://avito.ru/ryazan/avtomobili/peugeot_208_2013_1521215543
"Audi A4, 2002",300 000  ₽,"300 000 км, 2.0 CVT (130 л.с.), седан, передний, бензин",https://avito.ru/vladimir/avtomobili/audi_a4_2002_1050866578
"ВАЗ 2107, 2010",85 000  ₽,"78 000 км, 1.6 MT (74 л.с.), седан, задний, бензин",https://avito.ru/ryazan/avtomobili/vaz_2107_2010_1432148261
"KIA Sportage, 2013",790 000  ₽,"74 000 км, 2.0 AT (150 л.с.), внедорожник, передний, бензин",https://avito.ru/moskva/avtomobili/kia_sportage_2013_1492826198
"Opel Astra, 2010",380 000  ₽,"75 117 км, 1.6 AMT (115 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/opel_astra_2010_1297933902
"KIA Rio X-Line, 2018",670 000  ₽,"6 000 км, 1.6 MT (123 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/kia_rio_x-line_2018_1377014194
"Mercedes-Benz M-класс, 2006",460 000  ₽,"152 000 км, 3.5 AT (272 л.с.), внедорожник, полный, бензин",https://avito.ru/tver/avtomobili/mercedes-benz_m-klass_2006_1772185988
"ВАЗ 2107, 2010",85 000  ₽,"78 000 км, 1.6 MT (74 л.с.), седан, задний, бензин",https://avito.ru/ryazan/avtomobili/vaz_2107_2010_1432148261
"Mazda 3, 2006",250 000  ₽,"170 000 км, 2.0 MT (150 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/mazda_3_2006_1532121676
"Hyundai Solaris, 2012",369 000  ₽,"198 000 км, 1.6 MT (123 л.с.), хетчбэк, передний, бензин",https://avito.ru/mytischi/avtomobili/hyundai_solaris_2012_1783911964
"Volkswagen Passat CC, 2011",750 000  ₽,"130 000 км, 1.8 AMT (152 л.с.), седан, передний, бензин",https://avito.ru/podolsk/avtomobili/volkswagen_passat_cc_2011_1468151688
"Volkswagen Passat CC, 2008",600 000  ₽,"196 479 км, 2.0 AT (200 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/volkswagen_passat_cc_2008_1687976460
"ГАЗ ГАЗель 3221, 2006",125 000  ₽,"280 000 км, 2.3 MT (98 л.с.), микроавтобус, задний, бензин",https://avito.ru/vladimir/avtomobili/gaz_gazel_3221_2006_1762477402
"Renault Logan, 2008",160 000  ₽,"268 693 км, 1.4 MT (75 л.с.), седан, передний, бензин",https://avito.ru/zhukov/avtomobili/renault_logan_2008_997594012
"Ford Focus, 2003",130 000  ₽,"165 000 км, 1.6 MT (98 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/ford_focus_2003_1767206385
"Renault Kaptur, 2018",620 000  ₽,"Битый, 11 000 км, 1.6 CVT (114 л.с.), внедорожник, передний, бензин",https://avito.ru/moskva/avtomobili/renault_kaptur_2018_1537110079
"Saab 9000, 1992",50 000  ₽,"999 999 км, 2.3 MT (147 л.с.), хетчбэк, передний, бензин",https://avito.ru/lesnoy_gorodok/avtomobili/saab_9000_1992_1640874365
"LADA Priora, 2010",187 000  ₽,"118 000 км, 1.6 MT (98 л.с.), хетчбэк, передний, бензин",https://avito.ru/ryazan/avtomobili/lada_priora_2010_1435415743
"Hyundai Creta, 2019 
новый",831 000  ₽,"1.6 MT (123 л.с.), внедорожник, передний, бензин",https://avito.ru/moskva/avtomobili/hyundai_creta_2019_1770586254
"Skoda Rapid, 2014",570 000  ₽,"65 000 км, 1.4 AMT (122 л.с.), хетчбэк, передний, бензин",https://avito.ru/tver/avtomobili/skoda_rapid_2014_1678949695
"Mitsubishi Galant, 2002",125 000  ₽,"169 000 км, 2.4 AT (144 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/mitsubishi_galant_2002_1766064305
"Nissan Qashqai, 2012",690 000  ₽,"75 000 км, 1.6 CVT (117 л.с.), внедорожник, передний, бензин",https://avito.ru/podolsk/avtomobili/nissan_qashqai_2012_1777983235
"Nissan Almera, 2006",210 000  ₽,"193 829 км, 1.5 MT (98 л.с.), седан, передний, бензин",https://avito.ru/tver/avtomobili/nissan_almera_2006_1429449355
"Hyundai Solaris, 2016",465 000  ₽,"70 000 км, 1.4 MT (107 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/hyundai_solaris_2016_1497762914
"ГАЗ ГАЗель 3302, 2009",180 000  ₽,"250 000 км, 2.3 MT (100 л.с.), фургон, задний, бензин",https://avito.ru/naro-fominsk/avtomobili/gaz_gazel_3302_2009_1373238326
"ГАЗ ГАЗель 2705, 2003",180 000  ₽,"300 000 км, 2.4 MT (100 л.с.), фургон, задний, бензин",https://avito.ru/moskovskaya_oblast_chehov/avtomobili/gaz_gazel_2705_2003_1780525631
"Audi A6, 1997",120 000  ₽,"373 385 км, 2.4 AT (165 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/audi_a6_1997_1701525199
"Ford Focus, 2013",455 000  ₽,"99 000 км, 1.6 AMT (125 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/ford_focus_2013_1780918171
"Volvo XC60, 2011",790 000  ₽,"95 000 км, 2.0 AMT (240 л.с.), внедорожник, передний, бензин",https://avito.ru/moskva/avtomobili/volvo_xc60_2011_1699013971
"Mazda CX-5, 2013",1 150 000  ₽,"115 000 км, 2.5 AT (192 л.с.), внедорожник, полный, бензин",https://avito.ru/moskva/avtomobili/mazda_cx-5_2013_1767056853
"Peugeot 308, 2009",319 000  ₽,"120 000 км, 1.6 AT (120 л.с.), хетчбэк, передний, бензин",https://avito.ru/tver/avtomobili/peugeot_308_2009_1772348310
"Ford Fusion, 2006",295 000  ₽,"Битый, 80 000 км, 1.4 MT (80 л.с.), хетчбэк, передний, бензин",https://avito.ru/moskva/avtomobili/ford_fusion_2006_1763692073
"Hyundai Solaris, 2012",465 000  ₽,"105 000 км, 1.6 AT (123 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/hyundai_solaris_2012_1786983483
"SsangYong Korando, 1997",260 000  ₽,"312 000 км, 2.3 MT (140 л.с.), внедорожник, полный, бензин",https://avito.ru/moskva/avtomobili/ssangyong_korando_1997_1712014817
"Volvo XC70, 2009",777 000  ₽,"170 000 км, 2.4 AT (185 л.с.), универсал, полный, дизель",https://avito.ru/moskva/avtomobili/volvo_xc70_2009_1769039552
"Audi A6, 1999",78 000  ₽,"111 111 км, 2.4 AT (165 л.с.), седан, полный, бензин",https://avito.ru/moskovskaya_oblast_krasnogorsk/avtomobili/audi_a6_1999_1764146460
"Volkswagen Tiguan, 2010",655 000  ₽,"96 000 км, 2.0 AT (140 л.с.), внедорожник, полный, дизель",https://avito.ru/moskva/avtomobili/volkswagen_tiguan_2010_1763834103
"BMW X6, 2009",1 150 000  ₽,"175 000 км, 3.0 AT (306 л.с.), внедорожник, полный, бензин",https://avito.ru/ramenskoe/avtomobili/bmw_x6_2009_1759613558
"Москвич 2140, 1980",20 000  ₽,"99 999 км, 1.5 MT (75 л.с.), седан, задний, бензин",https://avito.ru/vladimir/avtomobili/moskvich_2140_1980_1787891578
"Toyota Hiace, 2002",350 000  ₽,"265 000 км, 2.4 MT (132 л.с.), минивэн, задний, бензин",https://avito.ru/korolev/avtomobili/toyota_hiace_2002_1481062871
"Ford Focus, 2011",395 000  ₽,"120 000 км, 1.6 AT (100 л.с.), седан, передний, бензин",https://avito.ru/himki/avtomobili/ford_focus_2011_1141170022
"Mercedes-Benz E-класс, 2001",290 000  ₽,"267 000 км, 2.1 AT (115 л.с.), седан, задний, дизель",https://avito.ru/himki/avtomobili/mercedes-benz_e-klass_2001_1191936614
"ВАЗ 2114 Samara, 2005",80 000  ₽,"110 000 км, 1.5 MT (77 л.с.), хетчбэк, передний, бензин",https://avito.ru/kashira/avtomobili/vaz_2114_samara_2005_1759877754
"Hyundai Elantra, 2008",360 000  ₽,"175 000 км, 1.6 AT (122 л.с.), седан, передний, бензин",https://avito.ru/moskva/avtomobili/hyundai_elantra_2008_1773295152
"Mazda Tribute, 2002",245 000  ₽,"180 000 км, 3.0 AT (197 л.с.), внедорожник, полный, бензин",https://avito.ru/moskva/avtomobili/mazda_tribute_2002_1775403628
